Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.174.130-192.168.174.1-62998-53-17,192.168.174.130,62998,192.168.174.1,53,17,25/05/2022 07:18:08 PM,2992202,2,1,68,34,34,34,34,0,34,34,34,0,34.08860765,1.002606107,1496101,712623.6283,2000002,992200,2000002,2000002,0,2000002,2000002,0,0,0,0,0,0,0,0,0,16,8,0.668404072,0.334202036,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-59192-53-17,192.168.174.130,59192,192.168.174.1,53,17,25/05/2022 07:07:54 PM,2994799,2,1,68,34,34,34,34,0,34,34,34,0,34.05904703,1.001736677,1497399.5,709896.3174,1999372,995427,1999372,1999372,0,1999372,1999372,0,0,0,0,0,0,0,0,0,16,8,0.667824452,0.333912226,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.1-59329-53-17,192.168.174.128,59329,192.168.174.1,53,17,25/05/2022 07:32:51 PM,8046405,4,1,136,34,34,34,34,0,34,34,34,0,21.1274476,0.621395518,2011601.25,1415090.717,4012513,999622,7046783,2348927.667,1523478.894,4012513,1021806,0,0,0,0,0,0,0,0,0,32,8,0.497116414,0.124279104,34,34,34,0,0,0,0,0,0,0,0,0,0,0,40.8,34,34,0,0,0,0,0,0,4,136,1,34,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.1-57564-53-17,192.168.174.128,57564,192.168.174.1,53,17,25/05/2022 07:35:08 PM,8027411,4,1,136,34,34,34,34,0,34,34,34,0,21.17743816,0.622865828,2006852.75,1413884.727,4006659,989768,7037643,2345881,1519527.593,4006659,1025261,0,0,0,0,0,0,0,0,0,32,8,0.498292662,0.124573166,34,34,34,0,0,0,0,0,0,0,0,0,0,0,40.8,34,34,0,0,0,0,0,0,4,136,1,34,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-50189-53-17,192.168.174.130,50189,192.168.174.1,53,17,25/05/2022 07:06:55 PM,3002933,2,1,68,34,34,34,34,0,34,34,34,0,33.9667918,0.999023288,1501466.5,716582.7192,2008167,994766,2008167,2008167,0,2008167,2008167,0,0,0,0,0,0,0,0,0,16,8,0.666015525,0.333007763,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-61154-53-17,192.168.174.130,61154,192.168.174.1,53,17,25/05/2022 07:12:11 PM,2989429,2,1,68,34,34,34,34,0,34,34,34,0,34.12022831,1.003536127,1494714.5,714420.3866,1999886,989543,1999886,1999886,0,1999886,1999886,0,0,0,0,0,0,0,0,0,16,8,0.669024085,0.334512042,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-59749-53-17,192.168.174.130,59749,192.168.174.1,53,17,25/05/2022 07:08:57 PM,8022321,4,1,148,37,37,37,37,0,37,37,37,0,23.06065788,0.623261024,2005580.25,1416354.99,4006964,1001326,7018787,2339595.667,1529605.961,4006964,1001326,0,0,0,0,0,0,0,0,0,32,8,0.498608819,0.124652205,37,37,37,0,0,0,0,0,0,0,0,0,0,0,44.4,37,37,0,0,0,0,0,0,4,148,1,37,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-53995-53-17,192.168.174.130,53995,192.168.174.1,53,17,25/05/2022 07:09:29 PM,8000204,4,1,180,45,45,45,45,0,45,45,45,0,28.12428283,0.624984063,2000051,1414286.43,4000165,999625,6999808,2333269.333,1527776.951,4000165,999625,0,0,0,0,0,0,0,0,0,32,8,0.49998725,0.124996813,45,45,45,0,0,0,0,0,0,0,0,0,0,0,54,45,45,0,0,0,0,0,0,4,180,1,45,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-50594-53-17,192.168.174.130,50594,192.168.174.1,53,17,25/05/2022 07:24:04 PM,2986244,2,1,68,34,34,34,34,0,34,34,34,0,34.15661949,1.004606455,1493122,716997.7908,2000116,986128,2000116,2000116,0,2000116,2000116,0,0,0,0,0,0,0,0,0,16,8,0.669737637,0.334868818,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.1-59852-53-17,192.168.174.128,59852,192.168.174.1,53,17,25/05/2022 07:31:53 PM,8029996,4,1,136,34,34,34,34,0,34,34,34,0,21.17062076,0.622665316,2007499,1417978.08,4015346,999886,7015066,2338355.333,1535967.862,4015346,999886,0,0,0,0,0,0,0,0,0,32,8,0.498132253,0.124533063,34,34,34,0,0,0,0,0,0,0,0,0,0,0,40.8,34,34,0,0,0,0,0,0,4,136,1,34,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.1-54774-53-17,192.168.174.128,54774,192.168.174.1,53,17,25/05/2022 07:31:18 PM,8043448,4,1,136,34,34,34,34,0,34,34,34,0,21.13521465,0.62162396,2010862,1405593.858,3996593,1012696,7026357,2342119,1518273.342,3996593,1012696,0,0,0,0,0,0,0,0,0,32,8,0.497299168,0.124324792,34,34,34,0,0,0,0,0,0,0,0,0,0,0,40.8,34,34,0,0,0,0,0,0,4,136,1,34,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-57853-53-17,192.168.174.130,57853,192.168.174.1,53,17,25/05/2022 07:12:01 PM,2997733,2,1,68,34,34,34,34,0,34,34,34,0,34.0257121,1.000756238,1498866.5,709163.7548,2000321,997412,2000321,2000321,0,2000321,2000321,0,0,0,0,0,0,0,0,0,16,8,0.667170825,0.333585413,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49234-6,192.168.174.130,49234,192.168.174.128,6522,6,25/05/2022 07:25:34 PM,1042411,2,4,0,0,0,0,0,0,0,0,0,0,0,5.755887073,208482.2,281217.1996,518617,1153,520210,520210,0,520210,520210,1042411,347470.3333,299954.8671,525228,1153,0,0,0,0,60,92,1.918629024,3.837258049,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49257-6,192.168.174.130,49257,192.168.174.128,6522,6,25/05/2022 07:29:10 PM,1031439,2,4,0,0,0,0,0,0,0,0,0,0,0,5.8171157,206287.8,281791.1678,515207,440,515673,515673,0,515673,515673,1031439,343813,297369.8838,515791,440,0,0,0,0,60,92,1.939038567,3.878077133,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-64341-53-17,192.168.174.130,64341,192.168.174.1,53,17,25/05/2022 07:15:47 PM,7990895,4,1,148,37,37,37,37,0,37,37,37,0,23.15134913,0.625712139,1997723.75,1416017.398,4000117,990926,6999969,2333323,1527054.933,4000117,1001684,0,0,0,0,0,0,0,0,0,32,8,0.500569711,0.125142428,37,37,37,0,0,0,0,0,0,0,0,0,0,0,44.4,37,37,0,0,0,0,0,0,4,148,1,37,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-52547-53-17,192.168.174.130,52547,192.168.174.1,53,17,25/05/2022 07:09:02 PM,3002344,2,1,68,34,34,34,34,0,34,34,34,0,33.97345541,0.999219277,1501172,707432.0503,2001402,1000942,2001402,2001402,0,2001402,2001402,0,0,0,0,0,0,0,0,0,16,8,0.666146184,0.333073092,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49211-6,192.168.174.130,49211,192.168.174.128,6522,6,25/05/2022 07:23:09 PM,1031618,2,4,0,0,0,0,0,0,0,0,0,0,0,5.816106349,206323.6,281176.2757,514784,807,515591,515591,0,515591,515591,1031618,343872.6667,296661.3909,515604,1318,0,0,0,0,60,92,1.938702116,3.877404233,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-63206-53-17,192.168.174.130,63206,192.168.174.1,53,17,25/05/2022 07:07:40 PM,3007763,2,1,68,34,34,34,34,0,34,34,34,0,33.91224641,0.997419012,1503881.5,711750.3514,2007165,1000598,2007165,2007165,0,2007165,2007165,0,0,0,0,0,0,0,0,0,16,8,0.664946008,0.332473004,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-53851-53-17,192.168.174.130,53851,192.168.174.1,53,17,25/05/2022 07:13:28 PM,2997179,2,1,68,34,34,34,34,0,34,34,34,0,34.03200143,1.000941218,1498589.5,708698.4786,1999715,997464,1999715,1999715,0,1999715,1999715,0,0,0,0,0,0,0,0,0,16,8,0.667294146,0.333647073,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-224.0.0.251-5353-5353-17,192.168.174.130,5353,224.0.0.251,5353,17,25/05/2022 07:07:33 PM,3004467,2,1,80,40,40,40,40,0,40,40,40,0,39.94052855,0.998513214,1502233.5,707250.3239,2002335,1002132,2002335,2002335,0,2002335,2002335,0,0,0,0,0,0,0,0,0,16,8,0.665675476,0.332837738,40,40,40,0,0,0,0,0,0,0,0,0,0,0,53.33333333,40,40,0,0,0,0,0,0,2,80,1,40,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.1-58131-53-17,192.168.174.128,58131,192.168.174.1,53,17,25/05/2022 07:29:10 PM,3024211,2,1,82,41,41,41,41,0,41,41,41,0,40.6717653,0.991994276,1512105.5,711167.6954,2014977,1009234,2014977,2014977,0,2014977,2014977,0,0,0,0,0,0,0,0,0,16,8,0.661329517,0.330664759,41,41,41,0,0,0,0,0,0,0,0,0,0,0,54.66666667,41,41,0,0,0,0,0,0,2,82,1,41,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-62693-53-17,192.168.174.130,62693,192.168.174.1,53,17,25/05/2022 07:13:42 PM,2994805,2,1,68,34,34,34,34,0,34,34,34,0,34.0589788,1.001734671,1497402.5,710266.8414,1999637,995168,1999637,1999637,0,1999637,1999637,0,0,0,0,0,0,0,0,0,16,8,0.667823114,0.333911557,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-54875-53-17,192.168.174.130,54875,192.168.174.1,53,17,25/05/2022 07:24:01 PM,8002884,4,1,172,43,43,43,43,0,43,43,43,0,26.86531505,0.624774769,2000721,1417305.878,3999998,987368,7015516,2338505.333,1525956.877,3999998,999698,0,0,0,0,0,0,0,0,0,32,8,0.499819815,0.124954954,43,43,43,0,0,0,0,0,0,0,0,0,0,0,51.6,43,43,0,0,0,0,0,0,4,172,1,43,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49268-6,192.168.174.130,49268,192.168.174.128,6522,6,25/05/2022 07:29:54 PM,1031175,2,4,0,0,0,0,0,0,0,0,0,0,0,5.818604989,206235,281776.7461,515566,340,515906,515906,0,515906,515906,1031175,343725,297089.0247,515913,677,0,0,0,0,60,92,1.939534996,3.879069993,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-59229-53-17,192.168.174.130,59229,192.168.174.1,53,17,25/05/2022 07:07:25 PM,3024713,2,1,68,34,34,34,34,0,34,34,34,0,33.72220769,0.991829638,1512356.5,696493.8155,2004852,1019861,2004852,2004852,0,2004852,2004852,0,0,0,0,0,0,0,0,0,16,8,0.661219759,0.330609879,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-58063-53-17,192.168.174.130,58063,192.168.174.1,53,17,25/05/2022 07:07:56 PM,8009150,4,1,212,53,53,53,53,0,53,53,53,0,33.08715656,0.624285973,2002287.5,1415500.071,4002779,999228,7009922,2336640.667,1527975.274,4002779,1000883,0,0,0,0,0,0,0,0,0,32,8,0.499428778,0.124857195,53,53,53,0,0,0,0,0,0,0,0,0,0,0,63.6,53,53,0,0,0,0,0,0,4,212,1,53,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-57274-53-17,192.168.174.130,57274,192.168.174.1,53,17,25/05/2022 07:09:27 PM,8000396,4,1,128,32,32,32,32,0,32,32,32,0,19.99901005,0.624969064,2000099,1414205.849,4000272,1000017,7000379,2333459.667,1527478.731,4000272,1000560,0,0,0,0,0,0,0,0,0,32,8,0.499975251,0.124993813,32,32,32,0,0,0,0,0,0,0,0,0,0,0,38.4,32,32,0,0,0,0,0,0,4,128,1,32,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49222-6,192.168.174.130,49222,192.168.174.128,6522,6,25/05/2022 07:23:53 PM,1031008,2,4,0,0,0,0,0,0,0,0,0,0,0,5.819547472,206201.6,281515.3418,515026,464,515490,515490,0,515490,515490,1031008,343669.3333,297068.3365,515753,645,0,0,0,0,60,92,1.939849157,3.879698315,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.1-52676-53-17,192.168.174.128,52676,192.168.174.1,53,17,25/05/2022 07:34:33 PM,8029841,4,1,136,34,34,34,34,0,34,34,34,0,21.17102941,0.622677336,2007460.25,1410649.436,4000040,999201,7030640,2343546.667,1518938.205,4000040,1016105,0,0,0,0,0,0,0,0,0,32,8,0.498141869,0.124535467,34,34,34,0,0,0,0,0,0,0,0,0,0,0,40.8,34,34,0,0,0,0,0,0,4,136,1,34,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-239.255.255.250-57554-1900-17,192.168.174.128,57554,239.255.255.250,1900,17,25/05/2022 07:28:12 PM,15041265,5,1,685,137,137,137,137,0,137,137,137,0,54.64965879,0.398902619,3008253,9406.832809,3019753,2997164,1.20E+07,3007705,10769.52388,3019753,2997164,0,0,0,0,0,0,0,0,0,40,8,0.332418849,0.06648377,137,137,137,0,0,0,0,0,0,0,0,0,0,0,159.8333333,137,137,0,0,0,0,0,0,5,685,1,137,-1,-1,5,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.1-239.255.255.250-55331-1900-17,192.168.174.1,55331,239.255.255.250,1900,17,25/05/2022 07:15:14 PM,2985888,3,1,525,175,175,175,175,0,175,175,175,0,234.4361208,1.339634976,995296,11844.63642,1003658,981742,1982230,991115,13255.42372,1000488,981742,0,0,0,0,0,0,0,0,0,24,8,1.004726232,0.334908744,175,175,175,0,0,0,0,0,0,0,0,0,0,0,218.75,175,175,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-59501-53-17,192.168.174.130,59501,192.168.174.1,53,17,25/05/2022 07:06:45 PM,8031912,4,1,172,43,43,43,43,0,43,43,43,0,26.76822156,0.622516781,2007978,1407457.913,3986041,987198,7044714,2348238,1508888.816,3986041,1014607,0,0,0,0,0,0,0,0,0,32,8,0.498013424,0.124503356,43,43,43,0,0,0,0,0,0,0,0,0,0,0,51.6,43,43,0,0,0,0,0,0,4,172,1,43,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-239.255.255.250-60515-1900-17,192.168.174.130,60515,239.255.255.250,1900,17,25/05/2022 07:25:25 PM,3037835,3,1,522,174,174,174,174,0,174,174,174,0,229.1105343,1.316727209,1012611.667,5264.702872,1016194,1006567,2031268,1015634,791.9595949,1016194,1015074,0,0,0,0,0,0,0,0,0,24,8,0.987545407,0.329181802,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-57250-53-17,192.168.174.130,57250,192.168.174.1,53,17,25/05/2022 07:12:18 PM,8002542,4,1,164,41,41,41,41,0,41,41,41,0,25.61686024,0.624801469,2000635.5,1413226.85,3999954,999475,7003067,2334355.667,1525647.501,3999954,1004629,0,0,0,0,0,0,0,0,0,32,8,0.499841175,0.124960294,41,41,41,0,0,0,0,0,0,0,0,0,0,0,49.2,41,41,0,0,0,0,0,0,4,164,1,41,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-56959-53-17,192.168.174.130,56959,192.168.174.1,53,17,25/05/2022 07:06:55 PM,7993256,4,1,140,35,35,35,35,0,35,35,35,0,21.89345618,0.62552732,1998314,1412061.789,3991776,993642,6999614,2333204.667,1522487.173,3991776,999119,0,0,0,0,0,0,0,0,0,32,8,0.500421856,0.125105464,35,35,35,0,0,0,0,0,0,0,0,0,0,0,42,35,35,0,0,0,0,0,0,4,140,1,35,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-61995-53-17,192.168.174.130,61995,192.168.174.1,53,17,25/05/2022 07:21:01 PM,2986212,2,1,68,34,34,34,34,0,34,34,34,0,34.15698551,1.004617221,1493106,717009.1046,2000108,986104,2000108,2000108,0,2000108,2000108,0,0,0,0,0,0,0,0,0,16,8,0.669744814,0.334872407,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-65268-53-17,192.168.174.130,65268,192.168.174.1,53,17,25/05/2022 07:29:08 PM,2997563,2,1,68,34,34,34,34,0,34,34,34,0,34.02764179,1.000812994,1498781.5,708728.177,1999928,997635,1999928,1999928,0,1999928,1999928,0,0,0,0,0,0,0,0,0,16,8,0.667208663,0.333604331,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49279-6,192.168.174.130,49279,192.168.174.128,6522,6,25/05/2022 07:30:38 PM,1031131,2,4,0,0,0,0,0,0,0,0,0,0,0,5.818853279,206226.2,281814.9981,515193,398,515627,515627,0,515627,515627,1031131,343710.3333,297317.3051,515614,398,0,0,0,0,60,92,1.93961776,3.879235519,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-64619-53-17,192.168.174.130,64619,192.168.174.1,53,17,25/05/2022 07:08:08 PM,3025989,2,1,68,34,34,34,34,0,34,34,34,0,33.7079877,0.991411403,1512994.5,700735.042,2008489,1017500,2008489,2008489,0,2008489,2008489,0,0,0,0,0,0,0,0,0,16,8,0.660940935,0.330470468,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-55364-53-17,192.168.174.130,55364,192.168.174.1,53,17,25/05/2022 07:08:02 PM,8018792,4,1,212,53,53,53,53,0,53,53,53,0,33.04737172,0.623535316,2004698,1414354.264,4003799,1002638,7014421,2338140.333,1527577.9,4003799,1002638,0,0,0,0,0,0,0,0,0,32,8,0.498828252,0.124707063,53,53,53,0,0,0,0,0,0,0,0,0,0,0,63.6,53,53,0,0,0,0,0,0,4,212,1,53,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-239.255.255.250-56052-1900-17,192.168.174.130,56052,239.255.255.250,1900,17,25/05/2022 07:33:25 PM,3027732,3,1,522,174,174,174,174,0,174,174,174,0,229.8750352,1.321120892,1009244,7434.010761,1014638,1000764,2015402,1007701,9810.399482,1014638,1000764,0,0,0,0,0,0,0,0,0,24,8,0.990840669,0.330280223,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-60054-53-17,192.168.174.130,60054,192.168.174.1,53,17,25/05/2022 07:09:11 PM,8003835,4,1,128,32,32,32,32,0,32,32,32,0,19.99041709,0.624700534,2000958.75,1413712.117,4000388,1000257,7003578,2334526,1526522.277,4000388,1002648,0,0,0,0,0,0,0,0,0,32,8,0.499760427,0.124940107,32,32,32,0,0,0,0,0,0,0,0,0,0,0,38.4,32,32,0,0,0,0,0,0,4,128,1,32,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49256-6,192.168.174.130,49256,192.168.174.128,6522,6,25/05/2022 07:29:06 PM,1030969,2,4,0,0,0,0,0,0,0,0,0,0,0,5.819767617,206193.8,281651.0884,515037,405,515500,515500,0,515500,515500,1030969,343656.3333,297054.9293,515442,647,0,0,0,0,60,92,1.939922539,3.879845078,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49233-6,192.168.174.130,49233,192.168.174.128,6522,6,25/05/2022 07:25:30 PM,1031128,2,4,0,0,0,0,0,0,0,0,0,0,0,5.818870208,206225.6,280591.023,513911,1011,515311,515311,0,515311,515311,1031128,343709.3333,296342.9474,514922,1522,0,0,0,0,56,88,1.939623403,3.879246805,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-65488-53-17,192.168.174.130,65488,192.168.174.1,53,17,25/05/2022 07:19:48 PM,7997653,4,1,172,43,43,43,43,0,43,43,43,0,26.88288677,0.625183413,1999413.25,1414917.834,4000371,997477,7000176,2333392,1527657.645,4000371,1000279,0,0,0,0,0,0,0,0,0,32,8,0.500146731,0.125036683,43,43,43,0,0,0,0,0,0,0,0,0,0,0,51.6,43,43,0,0,0,0,0,0,4,172,1,43,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49210-6,192.168.174.130,49210,192.168.174.128,6522,6,25/05/2022 07:23:05 PM,1031261,2,4,0,0,0,0,0,0,0,0,0,0,0,5.818119758,206252.2,281050.8732,514837,889,515976,515976,0,515976,515976,1031261,343753.6667,296930.1776,515815,889,0,0,0,0,60,92,1.939373253,3.878746505,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-54339-53-17,192.168.174.130,54339,192.168.174.1,53,17,25/05/2022 07:07:40 PM,8010335,4,1,148,37,37,37,37,0,37,37,37,0,23.09516394,0.62419362,2002583.75,1412533.544,4000980,1000241,7010094,2336698,1524166.174,4000980,1008869,0,0,0,0,0,0,0,0,0,32,8,0.499354896,0.124838724,37,37,37,0,0,0,0,0,0,0,0,0,0,0,44.4,37,37,0,0,0,0,0,0,4,148,1,37,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.1-239.255.255.250-51234-1900-17,192.168.174.1,51234,239.255.255.250,1900,17,25/05/2022 07:35:14 PM,3024238,3,1,525,175,175,175,175,0,175,175,175,0,231.4632645,1.322647226,1008079.333,4872.494672,1013635,1004532,2010603,1005301.5,1088.237336,1006071,1004532,0,0,0,0,0,0,0,0,0,24,8,0.991985419,0.330661806,175,175,175,0,0,0,0,0,0,0,0,0,0,0,218.75,175,175,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-64531-53-17,192.168.174.130,64531,192.168.174.1,53,17,25/05/2022 07:07:50 PM,8031594,4,1,212,53,53,53,53,0,53,53,53,0,32.9946957,0.622541428,2007898.5,1420151.924,4016862,1002163,7029431,2343143.667,1533268.177,4016862,1006373,0,0,0,0,0,0,0,0,0,32,8,0.498033143,0.124508286,53,53,53,0,0,0,0,0,0,0,0,0,0,0,63.6,53,53,0,0,0,0,0,0,4,212,1,53,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-60963-53-17,192.168.174.130,60963,192.168.174.1,53,17,25/05/2022 07:17:15 PM,7996715,4,1,164,41,41,41,41,0,41,41,41,0,25.63552659,0.625256746,1999178.75,1415021.343,4000079,996701,7000014,2333338,1527564.622,4000079,1000033,0,0,0,0,0,0,0,0,0,32,8,0.500205397,0.125051349,41,41,41,0,0,0,0,0,0,0,0,0,0,0,49.2,41,41,0,0,0,0,0,0,4,164,1,41,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
